lat,lon,z,sta
38.25769218,-121.5182865,-0.50,SAC_AB_DCC
38.19395556,-121.6580028,-1.00,CACHE_AB_RYER
38.2430111,-121.684286,-1.00,CACHE_LIB
38.2561111,-121.6666667,-0.50,DWSC_NR_RIO_VISTA
38.093252,-121.7371772,-0.50,SAC_DECKER
38.04953056,-121.88755,-0.50,VAN_SICKLE
